"Time_point","gene","cell_line","guide","replicate","value","biotype"
66,"ZFAS1","A549","g2","R1",96.16862,"LncRNA"
72,"ZFAS1","A549","g2","R1",97.58163,"LncRNA"
78,"ZFAS1","A549","g2","R1",98.59672,"LncRNA"
84,"ZFAS1","A549","g2","R1",98.8153,"LncRNA"
90,"ZFAS1","A549","g2","R1",99.38676,"LncRNA"
0,"ZFAS1","A549","g2","R2",24.63893,"LncRNA"
6,"ZFAS1","A549","g2","R2",29.56229,"LncRNA"
12,"ZFAS1","A549","g2","R2",35.32291,"LncRNA"
18,"ZFAS1","A549","g2","R2",42.42399,"LncRNA"
24,"ZFAS1","A549","g2","R2",50.67965,"LncRNA"
30,"ZFAS1","A549","g2","R2",59.50473,"LncRNA"
36,"ZFAS1","A549","g2","R2",68.75597,"LncRNA"
42,"ZFAS1","A549","g2","R2",77.06828,"LncRNA"
48,"ZFAS1","A549","g2","R2",84.33588,"LncRNA"
54,"ZFAS1","A549","g2","R2",90.48196,"LncRNA"
60,"ZFAS1","A549","g2","R2",94.56348,"LncRNA"
66,"ZFAS1","A549","g2","R2",97.19276,"LncRNA"
72,"ZFAS1","A549","g2","R2",98.5146,"LncRNA"
78,"ZFAS1","A549","g2","R2",99.4464,"LncRNA"
84,"ZFAS1","A549","g2","R2",99.79096,"LncRNA"
90,"ZFAS1","A549","g2","R2",99.97585,"LncRNA"
0,"ZFAS1","A549","g3","R1",26.13406,"LncRNA"
6,"ZFAS1","A549","g3","R1",30.59592,"LncRNA"
12,"ZFAS1","A549","g3","R1",35.97699,"LncRNA"
18,"ZFAS1","A549","g3","R1",40.77084,"LncRNA"
24,"ZFAS1","A549","g3","R1",44.81379,"LncRNA"
30,"ZFAS1","A549","g3","R1",48.94534,"LncRNA"
36,"ZFAS1","A549","g3","R1",54.225,"LncRNA"
42,"ZFAS1","A549","g3","R1",58.00687,"LncRNA"
48,"ZFAS1","A549","g3","R1",60.75962,"LncRNA"
54,"ZFAS1","A549","g3","R1",64.81268,"LncRNA"
60,"ZFAS1","A549","g3","R1",68.86308,"LncRNA"
66,"ZFAS1","A549","g3","R1",72.82787,"LncRNA"
72,"ZFAS1","A549","g3","R1",76.92113,"LncRNA"
78,"ZFAS1","A549","g3","R1",81.0919,"LncRNA"
84,"ZFAS1","A549","g3","R1",84.46634,"LncRNA"
90,"ZFAS1","A549","g3","R1",87.6656,"LncRNA"
0,"ZFAS1","A549","g3","R2",25.9033,"LncRNA"
6,"ZFAS1","A549","g3","R2",31.55287,"LncRNA"
12,"ZFAS1","A549","g3","R2",37.53674,"LncRNA"
18,"ZFAS1","A549","g3","R2",43.07547,"LncRNA"
24,"ZFAS1","A549","g3","R2",48.58372,"LncRNA"
30,"ZFAS1","A549","g3","R2",53.77424,"LncRNA"
36,"ZFAS1","A549","g3","R2",59.05552,"LncRNA"
42,"ZFAS1","A549","g3","R2",63.76458,"LncRNA"
48,"ZFAS1","A549","g3","R2",68.37055,"LncRNA"
54,"ZFAS1","A549","g3","R2",74.03369,"LncRNA"
60,"ZFAS1","A549","g3","R2",78.71167,"LncRNA"
66,"ZFAS1","A549","g3","R2",82.83846,"LncRNA"
72,"ZFAS1","A549","g3","R2",87.07118,"LncRNA"
78,"ZFAS1","A549","g3","R2",90.85594,"LncRNA"
84,"ZFAS1","A549","g3","R2",93.06915,"LncRNA"
90,"ZFAS1","A549","g3","R2",94.86053,"LncRNA"
0,"DTX2","A549","g1","R1",19.53279,"NEG"
6,"DTX2","A549","g1","R1",24.0696,"NEG"
12,"DTX2","A549","g1","R1",30.05153,"NEG"
18,"DTX2","A549","g1","R1",36.49673,"NEG"
24,"DTX2","A549","g1","R1",44.73703,"NEG"
30,"DTX2","A549","g1","R1",55.88715,"NEG"
36,"DTX2","A549","g1","R1",66.68681,"NEG"
42,"DTX2","A549","g1","R1",78.76405,"NEG"
48,"DTX2","A549","g1","R1",89.31917,"NEG"
54,"DTX2","A549","g1","R1",95.74212,"NEG"
60,"DTX2","A549","g1","R1",98.88057,"NEG"
66,"DTX2","A549","g1","R1",99.90659,"NEG"
72,"DTX2","A549","g1","R1",99.96737,"NEG"
78,"DTX2","A549","g1","R1",99.9908,"NEG"
84,"DTX2","A549","g1","R1",99.99955,"NEG"
90,"DTX2","A549","g1","R1",99.9993,"NEG"
0,"DTX2","A549","g1","R2",21.97868,"NEG"
6,"DTX2","A549","g1","R2",26.90392,"NEG"
12,"DTX2","A549","g1","R2",33.58822,"NEG"
18,"DTX2","A549","g1","R2",42.05488,"NEG"
24,"DTX2","A549","g1","R2",52.74023,"NEG"
30,"DTX2","A549","g1","R2",64.78014,"NEG"
36,"DTX2","A549","g1","R2",78.06203,"NEG"
42,"DTX2","A549","g1","R2",89.85436,"NEG"
48,"DTX2","A549","g1","R2",96.58013,"NEG"
54,"DTX2","A549","g1","R2",99.51644,"NEG"
60,"DTX2","A549","g1","R2",99.93987,"NEG"
66,"DTX2","A549","g1","R2",99.99098,"NEG"
72,"DTX2","A549","g1","R2",99.99898,"NEG"
78,"DTX2","A549","g1","R2",100,"NEG"
84,"DTX2","A549","g1","R2",100,"NEG"
90,"DTX2","A549","g1","R2",100,"NEG"
0,"DTX2","A549","g2","R1",21.4911,"NEG"
6,"DTX2","A549","g2","R1",26.25219,"NEG"
12,"DTX2","A549","g2","R1",32.52568,"NEG"
18,"DTX2","A549","g2","R1",40.20699,"NEG"
24,"DTX2","A549","g2","R1",49.43416,"NEG"
30,"DTX2","A549","g2","R1",60.99355,"NEG"
36,"DTX2","A549","g2","R1",72.42233,"NEG"
42,"DTX2","A549","g2","R1",83.4604,"NEG"
48,"DTX2","A549","g2","R1",92.06071,"NEG"
54,"DTX2","A549","g2","R1",96.72906,"NEG"
60,"DTX2","A549","g2","R1",98.78832,"NEG"
66,"DTX2","A549","g2","R1",99.61169,"NEG"
72,"DTX2","A549","g2","R1",99.9702,"NEG"
78,"DTX2","A549","g2","R1",99.98146,"NEG"
84,"DTX2","A549","g2","R1",99.9999,"NEG"
90,"DTX2","A549","g2","R1",99.99945,"NEG"
0,"DTX2","A549","g2","R2",21.71554,"NEG"
6,"DTX2","A549","g2","R2",27.29192,"NEG"
12,"DTX2","A549","g2","R2",34.17501,"NEG"
18,"DTX2","A549","g2","R2",42.16201,"NEG"
24,"DTX2","A549","g2","R2",51.22956,"NEG"
30,"DTX2","A549","g2","R2",62.39355,"NEG"
36,"DTX2","A549","g2","R2",74.50265,"NEG"
42,"DTX2","A549","g2","R2",85.44507,"NEG"
48,"DTX2","A549","g2","R2",93.72825,"NEG"
54,"DTX2","A549","g2","R2",97.31355,"NEG"
60,"DTX2","A549","g2","R2",99.16917,"NEG"
66,"DTX2","A549","g2","R2",99.81966,"NEG"
72,"DTX2","A549","g2","R2",99.9904,"NEG"
78,"DTX2","A549","g2","R2",99.98421,"NEG"
84,"DTX2","A549","g2","R2",99.97268,"NEG"
90,"DTX2","A549","g2","R2",99.98708,"NEG"
0,"DTX2","A549","g3","R1",21.50942,"NEG"
6,"DTX2","A549","g3","R1",25.77015,"NEG"
12,"DTX2","A549","g3","R1",32.67585,"NEG"
18,"DTX2","A549","g3","R1",39.53369,"NEG"
24,"DTX2","A549","g3","R1",47.93872,"NEG"
30,"DTX2","A549","g3","R1",57.17017,"NEG"
36,"DTX2","A549","g3","R1",66.08038,"NEG"
42,"DTX2","A549","g3","R1",75.12137,"NEG"
48,"DTX2","A549","g3","R1",83.01046,"NEG"
54,"DTX2","A549","g3","R1",89.28043,"NEG"
60,"DTX2","A549","g3","R1",94.17538,"NEG"
66,"DTX2","A549","g3","R1",97.40952,"NEG"
72,"DTX2","A549","g3","R1",98.52773,"NEG"
78,"DTX2","A549","g3","R1",99.27787,"NEG"
84,"DTX2","A549","g3","R1",99.73494,"NEG"
90,"DTX2","A549","g3","R1",99.78287,"NEG"
0,"DTX2","A549","g3","R2",21.11321,"NEG"
6,"DTX2","A549","g3","R2",25.60533,"NEG"
12,"DTX2","A549","g3","R2",31.20761,"NEG"
18,"DTX2","A549","g3","R2",37.52917,"NEG"
24,"DTX2","A549","g3","R2",44.44254,"NEG"
30,"DTX2","A549","g3","R2",52.19131,"NEG"
36,"DTX2","A549","g3","R2",60.39281,"NEG"
42,"DTX2","A549","g3","R2",68.21581,"NEG"
48,"DTX2","A549","g3","R2",75.83914,"NEG"
54,"DTX2","A549","g3","R2",82.81888,"NEG"
60,"DTX2","A549","g3","R2",88.41412,"NEG"
66,"DTX2","A549","g3","R2",92.36443,"NEG"
72,"DTX2","A549","g3","R2",94.89589,"NEG"
78,"DTX2","A549","g3","R2",96.27341,"NEG"
84,"DTX2","A549","g3","R2",97.18594,"NEG"
90,"DTX2","A549","g3","R2",97.5069,"NEG"
0,"SNHG6.TR1","A549","g1","R1",22.53689,"LncRNA"
6,"SNHG6.TR1","A549","g1","R1",26.86482,"LncRNA"
12,"SNHG6.TR1","A549","g1","R1",32.10323,"LncRNA"
18,"SNHG6.TR1","A549","g1","R1",37.3802,"LncRNA"
24,"SNHG6.TR1","A549","g1","R1",43.48576,"LncRNA"
30,"SNHG6.TR1","A549","g1","R1",49.83603,"LncRNA"
36,"SNHG6.TR1","A549","g1","R1",56.14838,"LncRNA"
42,"SNHG6.TR1","A549","g1","R1",62.26854,"LncRNA"
48,"SNHG6.TR1","A549","g1","R1",67.4894,"LncRNA"
54,"SNHG6.TR1","A549","g1","R1",72.40739,"LncRNA"
60,"SNHG6.TR1","A549","g1","R1",76.17945,"LncRNA"
66,"SNHG6.TR1","A549","g1","R1",78.94335,"LncRNA"
72,"SNHG6.TR1","A549","g1","R1",80.82309,"LncRNA"
78,"SNHG6.TR1","A549","g1","R1",81.90172,"LncRNA"
84,"SNHG6.TR1","A549","g1","R1",82.59847,"LncRNA"
90,"SNHG6.TR1","A549","g1","R1",82.95113,"LncRNA"
0,"SNHG6.TR1","A549","g1","R2",22.36719,"LncRNA"
6,"SNHG6.TR1","A549","g1","R2",27.92836,"LncRNA"
12,"SNHG6.TR1","A549","g1","R2",33.95795,"LncRNA"
18,"SNHG6.TR1","A549","g1","R2",40.07327,"LncRNA"
24,"SNHG6.TR1","A549","g1","R2",47.43219,"LncRNA"
30,"SNHG6.TR1","A549","g1","R2",54.841,"LncRNA"
36,"SNHG6.TR1","A549","g1","R2",62.42107,"LncRNA"
42,"SNHG6.TR1","A549","g1","R2",70.02911,"LncRNA"
48,"SNHG6.TR1","A549","g1","R2",76.58389,"LncRNA"
54,"SNHG6.TR1","A549","g1","R2",82.96656,"LncRNA"
60,"SNHG6.TR1","A549","g1","R2",87.94147,"LncRNA"
66,"SNHG6.TR1","A549","g1","R2",91.78451,"LncRNA"
72,"SNHG6.TR1","A549","g1","R2",94.18475,"LncRNA"
78,"SNHG6.TR1","A549","g1","R2",95.6778,"LncRNA"
84,"SNHG6.TR1","A549","g1","R2",96.76802,"LncRNA"
90,"SNHG6.TR1","A549","g1","R2",97.46075,"LncRNA"
0,"SNHG6.TR1","A549","g2","R1",24.53012,"LncRNA"
6,"SNHG6.TR1","A549","g2","R1",30.14601,"LncRNA"
12,"SNHG6.TR1","A549","g2","R1",37.85262,"LncRNA"
18,"SNHG6.TR1","A549","g2","R1",46.00726,"LncRNA"
24,"SNHG6.TR1","A549","g2","R1",53.90521,"LncRNA"
30,"SNHG6.TR1","A549","g2","R1",62.92999,"LncRNA"
36,"SNHG6.TR1","A549","g2","R1",71.79465,"LncRNA"
42,"SNHG6.TR1","A549","g2","R1",79.72091,"LncRNA"
48,"SNHG6.TR1","A549","g2","R1",86.34028,"LncRNA"
54,"SNHG6.TR1","A549","g2","R1",91.52994,"LncRNA"
60,"SNHG6.TR1","A549","g2","R1",95.09227,"LncRNA"
66,"SNHG6.TR1","A549","g2","R1",96.79586,"LncRNA"
72,"SNHG6.TR1","A549","g2","R1",97.69379,"LncRNA"
78,"SNHG6.TR1","A549","g2","R1",98.55968,"LncRNA"
84,"SNHG6.TR1","A549","g2","R1",99.02377,"LncRNA"
90,"SNHG6.TR1","A549","g2","R1",99.27393,"LncRNA"
0,"SNHG6.TR1","A549","g2","R2",22.98671,"LncRNA"
6,"SNHG6.TR1","A549","g2","R2",27.51803,"LncRNA"
12,"SNHG6.TR1","A549","g2","R2",34.06298,"LncRNA"
18,"SNHG6.TR1","A549","g2","R2",40.13153,"LncRNA"
24,"SNHG6.TR1","A549","g2","R2",48.58557,"LncRNA"
30,"SNHG6.TR1","A549","g2","R2",57.05489,"LncRNA"
36,"SNHG6.TR1","A549","g2","R2",65.52496,"LncRNA"
42,"SNHG6.TR1","A549","g2","R2",74.13075,"LncRNA"
48,"SNHG6.TR1","A549","g2","R2",81.55261,"LncRNA"
54,"SNHG6.TR1","A549","g2","R2",88.81206,"LncRNA"
60,"SNHG6.TR1","A549","g2","R2",93.24714,"LncRNA"
66,"SNHG6.TR1","A549","g2","R2",96.18842,"LncRNA"
72,"SNHG6.TR1","A549","g2","R2",97.92073,"LncRNA"
78,"SNHG6.TR1","A549","g2","R2",98.90862,"LncRNA"
84,"SNHG6.TR1","A549","g2","R2",99.49714,"LncRNA"
90,"SNHG6.TR1","A549","g2","R2",99.73376,"LncRNA"
0,"SNHG6.TR1","A549","g3","R1",28.53155,"LncRNA"
6,"SNHG6.TR1","A549","g3","R1",34.93919,"LncRNA"
12,"SNHG6.TR1","A549","g3","R1",43.39791,"LncRNA"
18,"SNHG6.TR1","A549","g3","R1",53.06343,"LncRNA"
24,"SNHG6.TR1","A549","g3","R1",64.55408,"LncRNA"
30,"SNHG6.TR1","A549","g3","R1",76.25244,"LncRNA"
36,"SNHG6.TR1","A549","g3","R1",85.8972,"LncRNA"
42,"SNHG6.TR1","A549","g3","R1",93.66675,"LncRNA"
48,"SNHG6.TR1","A549","g3","R1",97.53283,"LncRNA"
54,"SNHG6.TR1","A549","g3","R1",99.09337,"LncRNA"
60,"SNHG6.TR1","A549","g3","R1",99.83921,"LncRNA"
66,"SNHG6.TR1","A549","g3","R1",99.99513,"LncRNA"
72,"SNHG6.TR1","A549","g3","R1",99.9981,"LncRNA"
78,"SNHG6.TR1","A549","g3","R1",99.99952,"LncRNA"
84,"SNHG6.TR1","A549","g3","R1",100,"LncRNA"
90,"SNHG6.TR1","A549","g3","R1",100,"LncRNA"
0,"SNHG6.TR1","A549","g3","R2",25.824,"LncRNA"
6,"SNHG6.TR1","A549","g3","R2",31.64231,"LncRNA"
12,"SNHG6.TR1","A549","g3","R2",40.16226,"LncRNA"
18,"SNHG6.TR1","A549","g3","R2",48.80313,"LncRNA"
24,"SNHG6.TR1","A549","g3","R2",58.58735,"LncRNA"
30,"SNHG6.TR1","A549","g3","R2",69.59964,"LncRNA"
36,"SNHG6.TR1","A549","g3","R2",79.55329,"LncRNA"
42,"SNHG6.TR1","A549","g3","R2",87.15033,"LncRNA"
48,"SNHG6.TR1","A549","g3","R2",94.1801,"LncRNA"
54,"SNHG6.TR1","A549","g3","R2",97.74211,"LncRNA"
60,"SNHG6.TR1","A549","g3","R2",99.13979,"LncRNA"
66,"SNHG6.TR1","A549","g3","R2",99.752,"LncRNA"
72,"SNHG6.TR1","A549","g3","R2",99.91832,"LncRNA"
78,"SNHG6.TR1","A549","g3","R2",99.9641,"LncRNA"
84,"SNHG6.TR1","A549","g3","R2",99.99268,"LncRNA"
90,"SNHG6.TR1","A549","g3","R2",99.98982,"LncRNA"
0,"KRT86","A549","g1","R1",20.47191,"NEG"
6,"KRT86","A549","g1","R1",25.83129,"NEG"
12,"KRT86","A549","g1","R1",32.93103,"NEG"
18,"KRT86","A549","g1","R1",40.92913,"NEG"
24,"KRT86","A549","g1","R1",50.7042,"NEG"
30,"KRT86","A549","g1","R1",61.29048,"NEG"
36,"KRT86","A549","g1","R1",73.87483,"NEG"
42,"KRT86","A549","g1","R1",83.7692,"NEG"
48,"KRT86","A549","g1","R1",91.04239,"NEG"
54,"KRT86","A549","g1","R1",96.86288,"NEG"
60,"KRT86","A549","g1","R1",99.21959,"NEG"
66,"KRT86","A549","g1","R1",99.82205,"NEG"
72,"KRT86","A549","g1","R1",99.99967,"NEG"
78,"KRT86","A549","g1","R1",99.99993,"NEG"
84,"KRT86","A549","g1","R1",100,"NEG"
90,"KRT86","A549","g1","R1",99.9999,"NEG"
0,"KRT86","A549","g1","R2",21.34197,"NEG"
6,"KRT86","A549","g1","R2",25.95836,"NEG"
12,"KRT86","A549","g1","R2",31.91551,"NEG"
18,"KRT86","A549","g1","R2",40.16533,"NEG"
24,"KRT86","A549","g1","R2",49.12997,"NEG"
30,"KRT86","A549","g1","R2",59.90159,"NEG"
36,"KRT86","A549","g1","R2",71.60067,"NEG"
42,"KRT86","A549","g1","R2",82.4106,"NEG"
48,"KRT86","A549","g1","R2",91.70352,"NEG"
54,"KRT86","A549","g1","R2",96.38501,"NEG"
60,"KRT86","A549","g1","R2",98.85602,"NEG"
66,"KRT86","A549","g1","R2",99.7782,"NEG"
72,"KRT86","A549","g1","R2",99.9777,"NEG"
78,"KRT86","A549","g1","R2",99.99979,"NEG"
84,"KRT86","A549","g1","R2",99.99983,"NEG"
90,"KRT86","A549","g1","R2",99.99993,"NEG"
0,"KRT86","A549","g2","R1",15.54981,"NEG"
6,"KRT86","A549","g2","R1",19.42299,"NEG"
12,"KRT86","A549","g2","R1",25.29205,"NEG"
18,"KRT86","A549","g2","R1",32.89334,"NEG"
24,"KRT86","A549","g2","R1",42.08781,"NEG"
30,"KRT86","A549","g2","R1",52.89352,"NEG"
36,"KRT86","A549","g2","R1",66.00869,"NEG"
42,"KRT86","A549","g2","R1",79.55959,"NEG"
48,"KRT86","A549","g2","R1",90.62382,"NEG"
54,"KRT86","A549","g2","R1",97.00325,"NEG"
60,"KRT86","A549","g2","R1",99.3975,"NEG"
66,"KRT86","A549","g2","R1",99.97876,"NEG"
72,"KRT86","A549","g2","R1",100,"NEG"
78,"KRT86","A549","g2","R1",99.99993,"NEG"
84,"KRT86","A549","g2","R1",100,"NEG"
90,"KRT86","A549","g2","R1",100,"NEG"
0,"KRT86","A549","g2","R2",15.37589,"NEG"
6,"KRT86","A549","g2","R2",19.68294,"NEG"
12,"KRT86","A549","g2","R2",25.543,"NEG"
18,"KRT86","A549","g2","R2",31.9606,"NEG"
24,"KRT86","A549","g2","R2",40.1954,"NEG"
30,"KRT86","A549","g2","R2",50.68113,"NEG"
36,"KRT86","A549","g2","R2",62.13,"NEG"
42,"KRT86","A549","g2","R2",74.93925,"NEG"
48,"KRT86","A549","g2","R2",86.6979,"NEG"
54,"KRT86","A549","g2","R2",94.9152,"NEG"
60,"KRT86","A549","g2","R2",99.05548,"NEG"
66,"KRT86","A549","g2","R2",99.94151,"NEG"
72,"KRT86","A549","g2","R2",99.99767,"NEG"
78,"KRT86","A549","g2","R2",99.99898,"NEG"
84,"KRT86","A549","g2","R2",100,"NEG"
90,"KRT86","A549","g2","R2",99.99986,"NEG"
0,"KRT86","A549","g3","R1",18.10943,"NEG"
6,"KRT86","A549","g3","R1",21.37103,"NEG"
12,"KRT86","A549","g3","R1",27.07625,"NEG"
18,"KRT86","A549","g3","R1",33.87277,"NEG"
24,"KRT86","A549","g3","R1",42.26079,"NEG"
30,"KRT86","A549","g3","R1",52.10964,"NEG"
36,"KRT86","A549","g3","R1",63.45242,"NEG"
42,"KRT86","A549","g3","R1",74.84909,"NEG"
48,"KRT86","A549","g3","R1",84.59029,"NEG"
54,"KRT86","A549","g3","R1",93.05949,"NEG"
60,"KRT86","A549","g3","R1",97.48747,"NEG"
66,"KRT86","A549","g3","R1",99.29025,"NEG"
72,"KRT86","A549","g3","R1",99.83073,"NEG"
78,"KRT86","A549","g3","R1",99.98132,"NEG"
84,"KRT86","A549","g3","R1",100,"NEG"
90,"KRT86","A549","g3","R1",99.9999,"NEG"
0,"KRT86","A549","g3","R2",16.95729,"NEG"
6,"KRT86","A549","g3","R2",20.70944,"NEG"
12,"KRT86","A549","g3","R2",25.93224,"NEG"
18,"KRT86","A549","g3","R2",31.41036,"NEG"
24,"KRT86","A549","g3","R2",37.86901,"NEG"
30,"KRT86","A549","g3","R2",46.45854,"NEG"
36,"KRT86","A549","g3","R2",55.32303,"NEG"
42,"KRT86","A549","g3","R2",65.23672,"NEG"
48,"KRT86","A549","g3","R2",74.3399,"NEG"
54,"KRT86","A549","g3","R2",83.0043,"NEG"
60,"KRT86","A549","g3","R2",89.39045,"NEG"
66,"KRT86","A549","g3","R2",93.83794,"NEG"
72,"KRT86","A549","g3","R2",96.23402,"NEG"
78,"KRT86","A549","g3","R2",97.61263,"NEG"
84,"KRT86","A549","g3","R2",98.42484,"NEG"
90,"KRT86","A549","g3","R2",98.81549,"NEG"
0,"SNHG6.TR2","A549","g1","R1",24.06315,"LncRNA"
6,"SNHG6.TR2","A549","g1","R1",28.23099,"LncRNA"
12,"SNHG6.TR2","A549","g1","R1",35.01106,"LncRNA"
18,"SNHG6.TR2","A549","g1","R1",41.67963,"LncRNA"
24,"SNHG6.TR2","A549","g1","R1",49.92411,"LncRNA"
30,"SNHG6.TR2","A549","g1","R1",60.13457,"LncRNA"
36,"SNHG6.TR2","A549","g1","R1",70.55478,"LncRNA"
42,"SNHG6.TR2","A549","g1","R1",79.37479,"LncRNA"
48,"SNHG6.TR2","A549","g1","R1",88.14668,"LncRNA"
54,"SNHG6.TR2","A549","g1","R1",93.85773,"LncRNA"
60,"SNHG6.TR2","A549","g1","R1",96.93231,"LncRNA"
66,"SNHG6.TR2","A549","g1","R1",98.28354,"LncRNA"
72,"SNHG6.TR2","A549","g1","R1",99.27319,"LncRNA"
78,"SNHG6.TR2","A549","g1","R1",99.55536,"LncRNA"
84,"SNHG6.TR2","A549","g1","R1",99.64484,"LncRNA"
90,"SNHG6.TR2","A549","g1","R1",99.53033,"LncRNA"
0,"SNHG6.TR2","A549","g1","R2",24.57567,"LncRNA"
6,"SNHG6.TR2","A549","g1","R2",30.48879,"LncRNA"
12,"SNHG6.TR2","A549","g1","R2",38.52802,"LncRNA"
18,"SNHG6.TR2","A549","g1","R2",47.85557,"LncRNA"
24,"SNHG6.TR2","A549","g1","R2",58.8748,"LncRNA"
30,"SNHG6.TR2","A549","g1","R2",71.0868,"LncRNA"
36,"SNHG6.TR2","A549","g1","R2",82.05638,"LncRNA"
42,"SNHG6.TR2","A549","g1","R2",91.17887,"LncRNA"
48,"SNHG6.TR2","A549","g1","R2",96.76363,"LncRNA"
54,"SNHG6.TR2","A549","g1","R2",98.90195,"LncRNA"
60,"SNHG6.TR2","A549","g1","R2",99.59346,"LncRNA"
66,"SNHG6.TR2","A549","g1","R2",99.91843,"LncRNA"
72,"SNHG6.TR2","A549","g1","R2",99.99917,"LncRNA"
78,"SNHG6.TR2","A549","g1","R2",99.98876,"LncRNA"
84,"SNHG6.TR2","A549","g1","R2",99.99966,"LncRNA"
90,"SNHG6.TR2","A549","g1","R2",100,"LncRNA"
0,"NTControl2","A549","g2","R1",23.78707,"NTControl2"
6,"NTControl2","A549","g2","R1",29.87593,"NTControl2"
12,"NTControl2","A549","g2","R1",38.71951,"NTControl2"
18,"NTControl2","A549","g2","R1",48.59174,"NTControl2"
24,"NTControl2","A549","g2","R1",58.91187,"NTControl2"
30,"NTControl2","A549","g2","R1",73.21328,"NTControl2"
36,"NTControl2","A549","g2","R1",84.37082,"NTControl2"
42,"NTControl2","A549","g2","R1",92.5975,"NTControl2"
48,"NTControl2","A549","g2","R1",97.67332,"NTControl2"
54,"NTControl2","A549","g2","R1",99.50934,"NTControl2"
60,"NTControl2","A549","g2","R1",99.95995,"NTControl2"
66,"NTControl2","A549","g2","R1",99.99734,"NTControl2"
72,"NTControl2","A549","g2","R1",99.99684,"NTControl2"
78,"NTControl2","A549","g2","R1",99.99614,"NTControl2"
84,"NTControl2","A549","g2","R1",100,"NTControl2"
90,"NTControl2","A549","g2","R1",99.99993,"NTControl2"
0,"NTControl2","A549","g2","R2",22.11793,"NTControl2"
6,"NTControl2","A549","g2","R2",27.06678,"NTControl2"
12,"NTControl2","A549","g2","R2",33.85752,"NTControl2"
18,"NTControl2","A549","g2","R2",42.40328,"NTControl2"
24,"NTControl2","A549","g2","R2",52.56865,"NTControl2"
30,"NTControl2","A549","g2","R2",63.37624,"NTControl2"
36,"NTControl2","A549","g2","R2",75.23733,"NTControl2"
42,"NTControl2","A549","g2","R2",86.1851,"NTControl2"
48,"NTControl2","A549","g2","R2",93.62636,"NTControl2"
54,"NTControl2","A549","g2","R2",97.06985,"NTControl2"
60,"NTControl2","A549","g2","R2",98.39637,"NTControl2"
66,"NTControl2","A549","g2","R2",99.4817,"NTControl2"
72,"NTControl2","A549","g2","R2",99.83334,"NTControl2"
78,"NTControl2","A549","g2","R2",99.98692,"NTControl2"
84,"NTControl2","A549","g2","R2",100,"NTControl2"
90,"NTControl2","A549","g2","R2",100,"NTControl2"
0,"SNHG15","A549","g1","R1",27.96037,"LncRNA"
6,"SNHG15","A549","g1","R1",33.59066,"LncRNA"
12,"SNHG15","A549","g1","R1",40.62893,"LncRNA"
18,"SNHG15","A549","g1","R1",47.94162,"LncRNA"
24,"SNHG15","A549","g1","R1",56.9295,"LncRNA"
30,"SNHG15","A549","g1","R1",66.13934,"LncRNA"
36,"SNHG15","A549","g1","R1",75.77761,"LncRNA"
42,"SNHG15","A549","g1","R1",85.10081,"LncRNA"
48,"SNHG15","A549","g1","R1",91.66055,"LncRNA"
54,"SNHG15","A549","g1","R1",96.05019,"LncRNA"
60,"SNHG15","A549","g1","R1",98.38804,"LncRNA"
66,"SNHG15","A549","g1","R1",99.21914,"LncRNA"
72,"SNHG15","A549","g1","R1",99.53852,"LncRNA"
78,"SNHG15","A549","g1","R1",99.6889,"LncRNA"
84,"SNHG15","A549","g1","R1",99.75317,"LncRNA"
90,"SNHG15","A549","g1","R1",99.67666,"LncRNA"
0,"SNHG15","A549","g1","R2",25.81922,"LncRNA"
6,"SNHG15","A549","g1","R2",32.6016,"LncRNA"
12,"SNHG15","A549","g1","R2",40.69394,"LncRNA"
18,"SNHG15","A549","g1","R2",51.21758,"LncRNA"
24,"SNHG15","A549","g1","R2",62.66476,"LncRNA"
30,"SNHG15","A549","g1","R2",75.01777,"LncRNA"
36,"SNHG15","A549","g1","R2",86.36823,"LncRNA"
42,"SNHG15","A549","g1","R2",94.46526,"LncRNA"
48,"SNHG15","A549","g1","R2",98.30084,"LncRNA"
54,"SNHG15","A549","g1","R2",99.46026,"LncRNA"
60,"SNHG15","A549","g1","R2",99.88556,"LncRNA"
66,"SNHG15","A549","g1","R2",99.9857,"LncRNA"
72,"SNHG15","A549","g1","R2",99.99562,"LncRNA"
78,"SNHG15","A549","g1","R2",99.99297,"LncRNA"
84,"SNHG15","A549","g1","R2",99.99995,"LncRNA"
90,"SNHG15","A549","g1","R2",100,"LncRNA"
0,"SNHG15","A549","g2","R1",21.78607,"LncRNA"
6,"SNHG15","A549","g2","R1",25.83805,"LncRNA"
12,"SNHG15","A549","g2","R1",31.73039,"LncRNA"
18,"SNHG15","A549","g2","R1",38.09441,"LncRNA"
24,"SNHG15","A549","g2","R1",45.97673,"LncRNA"
30,"SNHG15","A549","g2","R1",54.42473,"LncRNA"
36,"SNHG15","A549","g2","R1",63.22168,"LncRNA"
42,"SNHG15","A549","g2","R1",72.6263,"LncRNA"
48,"SNHG15","A549","g2","R1",81.6909,"LncRNA"
54,"SNHG15","A549","g2","R1",88.59189,"LncRNA"
60,"SNHG15","A549","g2","R1",93.90048,"LncRNA"
66,"SNHG15","A549","g2","R1",97.37072,"LncRNA"
72,"SNHG15","A549","g2","R1",99.03033,"LncRNA"
78,"SNHG15","A549","g2","R1",99.66957,"LncRNA"
84,"SNHG15","A549","g2","R1",99.91359,"LncRNA"
